Argument ID	Conclusion Farsi	Stance Farsi	Premise Farsi	Conclusion English	Stance English	Premise English	Source	Method
F10977	نباید اندوهگین شد	در مقابل	انسان موجودی دارای احساس هست و نباید جلو احساسات خود را بگیرد	We shouldn't become sad	against	Humans have feelings and shouldn't stop their feelings	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10978	نباید اندوهگین شد	به نفع	اندوه باعث پیری انسان می‌شود	We shouldn't become sad	in favor of	Sadness makes us older	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10979	نباید اندوهگین شد	به نفع	کسی که اندوه زیادی داشته باشد غم اون ابدی خواهد شد	We shouldn't become sad	in favor of	People who has a lot of sadness. They will become eternally depressed	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10980	نباید خشمگین شویم	به نفع	زیاد خشمگین شدن باعث می‌شود خشم به انسان غلبه کند و باعث می‌شود خشم انسان را کنترل کند	We shouldn't get angry	in favor of	Frequent anger causes anger to overcome humans and causes anger to control the people	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10981	نباید خشمگین شویم	در مقابل	خشم باعث افزایش انگیزه انسان می‌شود	We shouldn't get angry	against	Anger enhances human motivation	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10982	نباید خشمگین شویم	به نفع	چشم پوشی از جوانمردی است	We shouldn't get angry	in favor of	Forgiveness is a kind of heroic act	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10983	نباید خشمگین شویم	به نفع	ادب با خشم از بین می‌رود و خشم بر خلاف ادب انساني است	We shouldn't get angry	in favor of	Politeness disappears with anger and anger is contrary to human morals	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10984	نباید خشمگین شویم	به نفع	خشم اخلاق ناپسندی است	We shouldn't get angry	in favor of	Anger is an unpleasant morality	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10985	نباید خشمگین شویم	به نفع	بهترین انسان‌ها کسانی هستند که در حالی که قدرت دارند جلوی خشم خود را می‌گیرند	We shouldn't get angry	in favor of	The best of the people are control their anger when they have powers	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10986	نباید خشمگین شویم	به نفع	جلوگیری از خشم باعث بردباری می‌شود	We shouldn't get angry	in favor of	Preventing anger can improve our patience	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10987	نباید دروغ گفت	به نفع	ادم دروغگو پست و خوار است	We shouldn't lie	in favor of	Liar is a mean person	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10988	نباید دروغ گفت	به نفع	دروغ باعث رسوایی و بی آبرو شدن می‌شود	We shouldn't lie	in favor of	Lies cause scandal and disrespect	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10989	نباید دروغ گفت	به نفع	دروغ گفتن مانند خیانت است	We shouldn't lie	in favor of	Lying is like betrayal	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10990	نباید دروغ گفت	به نفع	دروغ موجب بدگويي مردم در باره دروغگو ميشود	We shouldn't lie	in favor of	Lies cause people to tell bad things about liars	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10991	نباید دروغ گفت	به نفع	دروغ موجب زشتي و عيب اخلاق انساني است	We shouldn't lie	in favor of	Lies cause ugliness and disadvantage of human morality	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10992	نباید دروغ گفت	به نفع	دروغ باعث فساد هر چيزي است	We shouldn't lie	in favor of	Lies make corruption in everything	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10993	نباید دروغ گفت	به نفع	دروغ باعث نابودی انسان می‌شود	We shouldn't lie	in favor of	lieing can cause destruction of human	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10994	نباید دروغ گفت	به نفع	دروغ آدم را به دورویی می‌کشاند چون دائم مجبور می‌شود که دروغ بگوید	We shouldn't lie	in favor of	Lies force people to hypocrisy because he is constantly forced to lie	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10995	نباید دروغ گفت	به نفع	دروغ و خيانت از رفتارهای انسان‌های بزرگوار نيست	We shouldn't lie	in favor of	Lies and betrayals are not the behaviors of noble human beings	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10996	نباید دروغ گفت	به نفع	ادمي كه بسيار دروغ ميگويد با ادم مرده يكسان است زيرا تفاوت زنده و مرده براساس اعتماد کردن به او است و هنگامي كه اعتمادي به سخن او نباشد زندگي او بيثمر خواهد بود	We shouldn't lie	in favor of	A lier has not any differnces to a dead person because the most importnant of a dead person and a living person is trust of others and a lier doesn't have others' trust	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10997	نباید دروغ گفت	به نفع	از دوستی با دروغ گویان باید دوری کرد	We shouldn't lie	in favor of	friendship with liars should be avoided	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10998	نباید دروغ گفت	به نفع	سرانجام دروغ پشيماني است	We shouldn't lie	in favor of	The result of lying is regret	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F10999	نباید دروغ گفت	به نفع	دروغ زیبایی انسان را از بین می‌برد	We shouldn't lie	in favor of	lie destroys human's beauties	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F11000	نباید دروغ گفت	به نفع	كسي كه به دروغ شناخته بشد اگر حرف درستی هم بزند باز هم مورد قبول واقع نمی‌شود	We shouldn't lie	in favor of	Anyone who is known to lie if it speaks right will not be accepted again	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F11001	ثروت چیز خوبی است	در مقابل	ثروت غرور و سرکشی می‌آورد	Wealth is a good thing	against	Wealth brings arrogance and rebellion	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F11002	ثروت چیز خوبی است	به نفع	با ثروت زیاد انسان توانایی کمک به دیگران و تاثیر گذاشتن را بدست می‌آورد	Wealth is a good thing	in favor of	With great wealth we can help others	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F11003	ثروت چیز خوبی است	به نفع	فقر و ثروت اخلاق و رفتار انسان‌ها را آشکار می‌کند	Wealth is a good thing	in favor of	Poverty and wealth reveals human ethics and behavior	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F11004	ثروت چیز خوبی است	در مقابل	باارزش‌ترین دارایی قناعت می‌باشد	Wealth is a good thing	against	The mose valuable wealth is contentment	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F11005	ثروت چیز خوبی است	در مقابل	بسیاری از ثروتمندان هستند که از فقرا کمبودهای بیشتری دارند	Wealth is a good thing	against	There are many rich people that have more problems than people in poverty	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F11006	ثروت چیز خوبی است	در مقابل	از دست دادن ثروت براي زيركان غنيمت و براي احمقان حسرت است	Wealth is a good thing	against	Wise people will be happy about losing wealth but ignorants regret	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F11007	ثروت چیز خوبی است	در مقابل	خیلی از افراد به دلیل داشتن ثروت به ثروتمندان احترام می‌گذارند و اگر آن ثروتمند فقیر شود به او دیگر احترام نمی‌گذارند	Wealth is a good thing	against	Many people respect the rich because of the wealth, and if that wealthy becomes poor, they will no longer respect him.	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F11008	ثروت چیز خوبی است	به نفع	فقر و نداري فراموشي اورد چون‏ شخص فقير فكرش پيوسته متوجه مشكلات زندگي است	Wealth is a good thing	in favor of	Poverty causes forgeting because a poor person constantly think about their problems	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F11009	ثروت چیز خوبی است	به نفع	سختي و فشار زندگي اخلاق را بد می‌كند	Wealth is a good thing	in favor of	The hardness and pressure of poverty makes morals corrupted	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F11010	ثروت چیز خوبی است	در مقابل	بدترين فقرها فقر نفس است	Wealth is a good thing	against	The worst poverty is the poverty of the self	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F11011	نباید براساس ظاهر افراد را قضاوت کرد	به نفع	بسیاری از افراد دارای ظاهری خوب و مهربان هستند ولی در باطن افراد بدی هستند	You should not judge people based on their appearance	in favor of	Many people have good and kind appearance but are bad people in the interior	Ghurar al-Hikam wa Durar ak-Kalim	deduced
F11012	نباید براساس ظاهر افراد را قضاوت کرد	در مقابل	ظاهر هر فرد بیانگر شخصیت و اخلاقیات آن فرد می‌باشد	You should not judge people based on their appearance	against	The appearance of each person represents the personality and morals of that person	Ghurar al-Hikam wa Durar ak-Kalim	deduced
